greeter	screener	dispenser	medic	resources	throughput	time
1	4	12	1	18	621.666666667	31.6850010284
1	4	12	2	19	627.666666667	28.9395400348
1	5	12	2	20	616.333333333	28.4266253004
1	6	12	1	20	622.0	28.9118819917
1	4	12	5	22	627.333333333	28.5668857647
1	5	12	5	23	616.0	28.4098122873
1	5	15	2	23	617.666666667	28.5116752868
1	5	16	2	24	617.333333333	28.4289733844
1	5	19	2	27	617.666666667	28.4404544464
1	4	16	6	27	624.0	28.5156050481
1	4	21	6	32	624.333333333	28.5599408333
